板块名称,主力资金净流入(亿),时间,趋势
中盘成长,-210.45,2026-05-15,↓ 净流出
上证180_,-218.19,2026-05-15,↓ 净流出
大盘成长,-229.65,2026-05-15,↓ 净流出
小盘股,-237.28,2026-05-15,↓ 净流出
机构重仓,-246.36,2026-05-15,↓ 净流出
创业板综,-250.72,2026-05-15,↓ 净流出
广东板块,-265.82,2026-05-15,↓ 净流出
光通信模块,-266.88,2026-05-15,↓ 净流出
东方财富热股,-268.88,2026-05-15,↓ 净流出
中盘股,-298.79,2026-05-15,↓ 净流出
中证500,-304.81,2026-05-15,↓ 净流出
华为概念,-331.16,2026-05-15,↓ 净流出
半导体概念,-331.83,2026-05-15,↓ 净流出
昨日高振幅,-332.80,2026-05-15,↓ 净流出
2025年报预增,-340.46,2026-05-15,↓ 净流出
HS300_,-359.05,2026-05-15,↓ 净流出
国产芯片,-359.85,2026-05-15,↓ 净流出
电子,-369.07,2026-05-15,↓ 净流出
央国企改革,-382.98,2026-05-15,↓ 净流出
5G概念,-388.41,2026-05-15,↓ 净流出
深成500,-391.56,2026-05-15,↓ 净流出
百元股,-416.36,2026-05-15,↓ 净流出
通信技术,-435.18,2026-05-15,↓ 净流出
大盘股,-460.34,2026-05-15,↓ 净流出
标准普尔,-498.56,2026-05-15,↓ 净流出
深股通,-533.32,2026-05-15,↓ 净流出
沪股通,-546.51,2026-05-15,↓ 净流出
MSCI中国,-661.52,2026-05-15,↓ 净流出
富时罗素,-669.43,2026-05-15,↓ 净流出
融资融券,-1058.98,2026-05-15,↓ 净流出
减速器,49.88,2026-05-15,↑ 净流入
人形机器人,36.23,2026-05-15,↑ 净流入
机器人执行器,34.45,2026-05-15,↑ 净流入
华为汽车,26.68,2026-05-15,↑ 净流入
汽车零部件,25.13,2026-05-15,↑ 净流入
汽车热管理,24.70,2026-05-15,↑ 净流入
化工原料,22.59,2026-05-15,↑ 净流入
氟化工,22.39,2026-05-15,↑ 净流入
空气能热泵,21.62,2026-05-15,↑ 净流入
逆变器,21.03,2026-05-15,↑ 净流入
化学制品,20.52,2026-05-15,↑ 净流入
氟化工概念,19.09,2026-05-15,↑ 净流入
机器人,18.45,2026-05-15,↑ 净流入
机械设备,18.17,2026-05-15,↑ 净流入
金属制品,17.24,2026-05-15,↑ 净流入
家用电器,14.95,2026-05-15,↑ 净流入
电机Ⅲ,14.80,2026-05-15,↑ 净流入
电机Ⅱ,14.80,2026-05-15,↑ 净流入
PVDF概念,14.71,2026-05-15,↑ 净流入
家电零部件Ⅲ,14.43,2026-05-15,↑ 净流入
家电零部件Ⅱ,14.43,2026-05-15,↑ 净流入
传媒,14.21,2026-05-15,↑ 净流入
通用设备,13.04,2026-05-15,↑ 净流入
配电设备,12.46,2026-05-15,↑ 净流入
底盘与发动机系统,12.36,2026-05-15,↑ 净流入
汽车,11.70,2026-05-15,↑ 净流入
冷链物流,11.47,2026-05-15,↑ 净流入
汽车一体化压铸,11.46,2026-05-15,↑ 净流入
广告营销,11.12,2026-05-15,↑ 净流入
营销代理,10.97,2026-05-15,↑ 净流入
PLC概念,8.98,2026-05-15,↑ 净流入
集成电路封测,8.87,2026-05-15,↑ 净流入
自动化设备,8.86,2026-05-15,↑ 净流入
稀土,8.85,2026-05-15,↑ 净流入
工控设备,7.91,2026-05-15,↑ 净流入
车身附件及饰件,7.86,2026-05-15,↑ 净流入
半导体设备,7.81,2026-05-15,↑ 净流入
小红书概念,7.32,2026-05-15,↑ 净流入
快手概念,7.31,2026-05-15,↑ 净流入
核污染防治,7.27,2026-05-15,↑ 净流入
虚拟数字人,7.13,2026-05-15,↑ 净流入
机器视觉,6.92,2026-05-15,↑ 净流入
AI语料,6.74,2026-05-15,↑ 净流入
仪器仪表,5.87,2026-05-15,↑ 净流入
彩票概念,5.61,2026-05-15,↑ 净流入
体育产业,5.57,2026-05-15,↑ 净流入
基础化工,5.15,2026-05-15,↑ 净流入
通信服务,5.07,2026-05-15,↑ 净流入
大众出版,4.73,2026-05-15,↑ 净流入
动力煤,4.71,2026-05-15,↑ 净流入
出版,4.68,2026-05-15,↑ 净流入
合成树脂,4.65,2026-05-15,↑ 净流入
汽车电子电气系统,4.61,2026-05-15,↑ 净流入
煤炭开采,4.56,2026-05-15,↑ 净流入
煤炭,4.48,2026-05-15,↑ 净流入
白色家电,4.39,2026-05-15,↑ 净流入
空调,4.26,2026-05-15,↑ 净流入
净水概念,3.84,2026-05-15,↑ 净流入
家居用品,3.61,2026-05-15,↑ 净流入
轻工制造,3.47,2026-05-15,↑ 净流入
昨日炸板,3.17,2026-05-15,↑ 净流入
其他专用设备,2.99,2026-05-15,↑ 净流入
同步磁阻电机,2.98,2026-05-15,↑ 净流入
电信运营商,2.97,2026-05-15,↑ 净流入
石油石化,2.91,2026-05-15,↑ 净流入
电子竞技,2.80,2026-05-15,↑ 净流入
昨日触板,2.72,2026-05-15,↑ 净流入
粤港自贸,2.49,2026-05-15,↑ 净流入
工程机械,2.46,2026-05-15,↑ 净流入
其他专业工程,2.39,2026-05-15,↑ 净流入
清洁小家电,2.28,2026-05-15,↑ 净流入
飞行汽车(eVTOL),2.28,2026-05-15,↑ 净流入
无机盐,2.15,2026-05-15,↑ 净流入
地下管网,2.13,2026-05-15,↑ 净流入
生物识别,2.08,2026-05-15,↑ 净流入
有机硅概念,2.00,2026-05-15,↑ 净流入
尾气治理,1.98,2026-05-15,↑ 净流入
门户网站,1.94,2026-05-15,↑ 净流入
核力发电,1.92,2026-05-15,↑ 净流入
油气开采Ⅲ,1.90,2026-05-15,↑ 净流入
油气开采Ⅱ,1.90,2026-05-15,↑ 净流入
小家电,1.88,2026-05-15,↑ 净流入
数字媒体,1.86,2026-05-15,↑ 净流入
成品家居,1.76,2026-05-15,↑ 净流入
资源开采概念,1.73,2026-05-15,↑ 净流入
商业物业经营,1.61,2026-05-15,↑ 净流入
化学原料,1.46,2026-05-15,↑ 净流入
工程机械器件,1.43,2026-05-15,↑ 净流入
户外露营,1.39,2026-05-15,↑ 净流入
裸眼3D,1.33,2026-05-15,↑ 净流入
通信工程及服务,1.32,2026-05-15,↑ 净流入
其他自动化设备,1.32,2026-05-15,↑ 净流入
瓷砖地板,1.32,2026-05-15,↑ 净流入
娱乐用品,1.28,2026-05-15,↑ 净流入
动物保健Ⅲ,1.28,2026-05-15,↑ 净流入
动物保健Ⅱ,1.28,2026-05-15,↑ 净流入
炼油化工,1.28,2026-05-15,↑ 净流入
水力发电,1.26,2026-05-15,↑ 净流入
综合电力设备商,1.21,2026-05-15,↑ 净流入
建筑节能,1.20,2026-05-15,↑ 净流入
退税商店,1.17,2026-05-15,↑ 净流入
氨纶,1.09,2026-05-15,↑ 净流入
工程机械整机,1.04,2026-05-15,↑ 净流入
代糖概念,0.99,2026-05-15,↑ 净流入
油品石化贸易,0.96,2026-05-15,↑ 净流入
文娱用品,0.91,2026-05-15,↑ 净流入
AI制药（医疗）,0.91,2026-05-15,↑ 净流入
房屋检测,0.88,2026-05-15,↑ 净流入
2025三季报扭亏,0.85,2026-05-15,↑ 净流入
工程机械概念,0.82,2026-05-15,↑ 净流入
氮肥,0.81,2026-05-15,↑ 净流入
铁路运输,0.80,2026-05-15,↑ 净流入
通信应用增值服务,0.78,2026-05-15,↑ 净流入
其他运输设备,0.77,2026-05-15,↑ 净流入
印刷包装机械,0.76,2026-05-15,↑ 净流入
服装家纺,0.74,2026-05-15,↑ 净流入
油服工程,0.72,2026-05-15,↑ 净流入
电子身份证,0.70,2026-05-15,↑ 净流入
其他通用设备,0.68,2026-05-15,↑ 净流入
工业大麻,0.67,2026-05-15,↑ 净流入
复合肥,0.66,2026-05-15,↑ 净流入
昨日打二板以上表现,0.66,2026-05-15,↑ 净流入
包装印刷,0.63,2026-05-15,↑ 净流入
食品及饲料添加剂,0.62,2026-05-15,↑ 净流入
其他汽车零部件,0.61,2026-05-15,↑ 净流入
特钢Ⅲ,0.57,2026-05-15,↑ 净流入
特钢Ⅱ,0.57,2026-05-15,↑ 净流入
图片媒体,0.57,2026-05-15,↑ 净流入
油气及炼化工程,0.56,2026-05-15,↑ 净流入
纸包装,0.50,2026-05-15,↑ 净流入
铁路公路,0.50,2026-05-15,↑ 净流入
塑料包装,0.48,2026-05-15,↑ 净流入
印刷,0.46,2026-05-15,↑ 净流入
锦纶,0.46,2026-05-15,↑ 净流入
橡胶,0.46,2026-05-15,↑ 净流入
胶黏剂及胶带,0.43,2026-05-15,↑ 净流入
其他家电Ⅲ,0.42,2026-05-15,↑ 净流入
其他家电Ⅱ,0.42,2026-05-15,↑ 净流入
园林工程,0.41,2026-05-15,↑ 净流入
短剧互动游戏,0.41,2026-05-15,↑ 净流入
改性塑料,0.39,2026-05-15,↑ 净流入
鞋帽及其他,0.38,2026-05-15,↑ 净流入
广西板块,0.37,2026-05-15,↑ 净流入
橡胶助剂,0.34,2026-05-15,↑ 净流入
定制家居,0.34,2026-05-15,↑ 净流入
炭黑,0.32,2026-05-15,↑ 净流入
畜禽饲料,0.32,2026-05-15,↑ 净流入
医院,0.29,2026-05-15,↑ 净流入
水务及水治理,0.29,2026-05-15,↑ 净流入
炼化及贸易,0.28,2026-05-15,↑ 净流入
其他医疗服务,0.28,2026-05-15,↑ 净流入
其他化学原料,0.27,2026-05-15,↑ 净流入
管材,0.26,2026-05-15,↑ 净流入
股权转让,0.25,2026-05-15,↑ 净流入
非运动服装,0.23,2026-05-15,↑ 净流入
防水材料,0.22,2026-05-15,↑ 净流入
印染,0.21,2026-05-15,↑ 净流入
其他家居用品,0.21,2026-05-15,↑ 净流入
首发经济,0.20,2026-05-15,↑ 净流入
汽车服务,0.20,2026-05-15,↑ 净流入
医疗服务,0.20,2026-05-15,↑ 净流入
Kimi概念,0.20,2026-05-15,↑ 净流入
有机硅,0.20,2026-05-15,↑ 净流入
化妆品制造及其他,0.19,2026-05-15,↑ 净流入
其他建材Ⅲ,0.17,2026-05-15,↑ 净流入
油田服务,0.16,2026-05-15,↑ 净流入
广告媒体,0.15,2026-05-15,↑ 净流入
供销社概念,0.15,2026-05-15,↑ 净流入
冰洗,0.13,2026-05-15,↑ 净流入
水产饲料,0.13,2026-05-15,↑ 净流入
综合包装,0.13,2026-05-15,↑ 净流入
体育Ⅲ,0.13,2026-05-15,↑ 净流入
体育Ⅱ,0.13,2026-05-15,↑ 净流入
农用机械,0.13,2026-05-15,↑ 净流入
轮毂电机,0.12,2026-05-15,↑ 净流入
钛白粉,0.11,2026-05-15,↑ 净流入
汽车经销商,0.11,2026-05-15,↑ 净流入
其他专业服务,0.10,2026-05-15,↑ 净流入
科创板做市股,0.10,2026-05-15,↑ 净流入
纯碱,0.09,2026-05-15,↑ 净流入
预加工食品,0.09,2026-05-15,↑ 净流入
汽车综合服务,0.09,2026-05-15,↑ 净流入
品牌消费电子,0.08,2026-05-15,↑ 净流入
医美服务,0.08,2026-05-15,↑ 净流入
资产管理,0.08,2026-05-15,↑ 净流入
其他数字媒体,0.07,2026-05-15,↑ 净流入
燃气Ⅲ,0.07,2026-05-15,↑ 净流入
燃气Ⅱ,0.07,2026-05-15,↑ 净流入
运动服装,0.07,2026-05-15,↑ 净流入
家纺,0.06,2026-05-15,↑ 净流入
其他能源发电,0.05,2026-05-15,↑ 净流入
房地产综合服务,0.05,2026-05-15,↑ 净流入
饲料,0.05,2026-05-15,↑ 净流入
专业连锁Ⅲ,0.05,2026-05-15,↑ 净流入
专业连锁Ⅱ,0.05,2026-05-15,↑ 净流入
航海装备Ⅲ,0.04,2026-05-15,↑ 净流入
航海装备Ⅱ,0.04,2026-05-15,↑ 净流入
农业综合Ⅲ,0.02,2026-05-15,↑ 净流入
农业综合Ⅱ,0.02,2026-05-15,↑ 净流入
熟食,0.01,2026-05-15,↑ 净流入
自然景区,0.01,2026-05-15,↑ 净流入
华电B股,0.00,2026-05-15,↓ 净流出
辅料,0.00,2026-05-15,↓ 净流出
水泥制品,0.00,2026-05-15,↓ 净流出
氯碱Ｂ股,0.00,2026-05-15,↓ 净流出
海科B,0.00,2026-05-15,↓ 净流出
天雁B股,0.00,2026-05-15,↓ 净流出
百联Ｂ股,0.00,2026-05-15,↓ 净流出
云赛Ｂ股,0.00,2026-05-15,↓ 净流出
海立Ｂ股,0.00,2026-05-15,↓ 净流出
中毅达B,0.00,2026-05-15,↓ 净流出
耀皮Ｂ股,0.00,2026-05-15,↓ 净流出
金桥Ｂ股,-0.00,2026-05-15,↓ 净流出
海欣Ｂ股,-0.00,2026-05-15,↓ 净流出
大众Ｂ股,-0.00,2026-05-15,↓ 净流出
物贸Ｂ股,-0.00,2026-05-15,↓ 净流出
国新B股,-0.00,2026-05-15,↓ 净流出
XD宝信Ｂ,-0.00,2026-05-15,↓ 净流出
ST中路B,-0.00,2026-05-15,↓ 净流出
黄山Ｂ股,-0.00,2026-05-15,↓ 净流出
市北B股,-0.00,2026-05-15,↓ 净流出
陆家Ｂ股,-0.00,2026-05-15,↓ 净流出
东信Ｂ股,-0.00,2026-05-15,↓ 净流出
动力Ｂ股,-0.00,2026-05-15,↓ 净流出
鄂资Ｂ股,-0.00,2026-05-15,↓ 净流出
伊泰Ｂ股,-0.00,2026-05-15,↓ 净流出
机电Ｂ股,-0.00,2026-05-15,↓ 净流出
振华Ｂ股,-0.00,2026-05-15,↓ 净流出
老凤祥Ｂ,-0.00,2026-05-15,↓ 净流出
卫浴制品,-0.01,2026-05-15,↓ 净流出
楼宇设备,-0.01,2026-05-15,↓ 净流出
海洋捕捞,-0.01,2026-05-15,↓ 净流出
医疗研发外包,-0.01,2026-05-15,↓ 净流出
人力资源服务,-0.02,2026-05-15,↓ 净流出
综合电商,-0.02,2026-05-15,↓ 净流出
B股,-0.03,2026-05-15,↓ 净流出
公交,-0.03,2026-05-15,↓ 净流出
纺织鞋类制造,-0.03,2026-05-15,↓ 净流出
大宗用纸,-0.04,2026-05-15,↓ 净流出
卫浴电器,-0.05,2026-05-15,↓ 净流出
其他养殖,-0.05,2026-05-15,↓ 净流出
其他饰品,-0.06,2026-05-15,↓ 净流出
教育出版,-0.06,2026-05-15,↓ 净流出
会展服务,-0.06,2026-05-15,↓ 净流出
2025三季报预减,-0.07,2026-05-15,↓ 净流出
洗护用品,-0.08,2026-05-15,↓ 净流出
焦炭Ⅲ,-0.08,2026-05-15,↓ 净流出
焦炭Ⅱ,-0.08,2026-05-15,↓ 净流出
铁矿石,-0.08,2026-05-15,↓ 净流出
烘焙食品,-0.08,2026-05-15,↓ 净流出
厨房电器,-0.09,2026-05-15,↓ 净流出
公路货运,-0.09,2026-05-15,↓ 净流出
纺织化学制品,-0.09,2026-05-15,↓ 净流出
学历教育,-0.09,2026-05-15,↓ 净流出
院线,-0.09,2026-05-15,↓ 净流出
视频媒体,-0.10,2026-05-15,↓ 净流出
端到端供应链服务,-0.10,2026-05-15,↓ 净流出
商用载客车,-0.11,2026-05-15,↓ 净流出
水产养殖,-0.11,2026-05-15,↓ 净流出
渔业,-0.12,2026-05-15,↓ 净流出
零食,-0.13,2026-05-15,↓ 净流出
厨卫电器,-0.14,2026-05-15,↓ 净流出
个护小家电,-0.14,2026-05-15,↓ 净流出
民爆概念,-0.14,2026-05-15,↓ 净流出
燃料电池,-0.15,2026-05-15,↓ 净流出
食用菌,-0.15,2026-05-15,↓ 净流出
焦煤,-0.15,2026-05-15,↓ 净流出
托育服务,-0.17,2026-05-15,↓ 净流出
装修建材,-0.17,2026-05-15,↓ 净流出
肉鸡养殖,-0.18,2026-05-15,↓ 净流出
生态农业,-0.18,2026-05-15,↓ 净流出
涂料油墨,-0.19,2026-05-15,↓ 净流出
电视广播Ⅲ,-0.20,2026-05-15,↓ 净流出
电视广播Ⅱ,-0.20,2026-05-15,↓ 净流出
酒店,-0.20,2026-05-15,↓ 净流出
长材,-0.20,2026-05-15,↓ 净流出
房产租赁经纪,-0.20,2026-05-15,↓ 净流出
其他黑色家电,-0.20,2026-05-15,↓ 净流出
休闲食品,-0.20,2026-05-15,↓ 净流出
股权激励,-0.21,2026-05-15,↓ 净流出
其他橡胶制品,-0.21,2026-05-15,↓ 净流出
华为欧拉,-0.21,2026-05-15,↓ 净流出
京津冀,-0.23,2026-05-15,↓ 净流出
包装材料,-0.23,2026-05-15,↓ 净流出
餐饮,-0.24,2026-05-15,↓ 净流出
氦气概念,-0.25,2026-05-15,↓ 净流出
涤纶,-0.25,2026-05-15,↓ 净流出
磷肥及磷化工,-0.26,2026-05-15,↓ 净流出
商业地产,-0.26,2026-05-15,↓ 净流出
厨房小家电,-0.26,2026-05-15,↓ 净流出
高速公路,-0.28,2026-05-15,↓ 净流出
电商服务,-0.28,2026-05-15,↓ 净流出
钢铁管材,-0.29,2026-05-15,↓ 净流出
轮胎轮毂,-0.29,2026-05-15,↓ 净流出
物业管理,-0.30,2026-05-15,↓ 净流出
氯碱,-0.31,2026-05-15,↓ 净流出
跨境物流,-0.31,2026-05-15,↓ 净流出
涂料,-0.32,2026-05-15,↓ 净流出
调味发酵品Ⅲ,-0.32,2026-05-15,↓ 净流出
调味发酵品Ⅱ,-0.32,2026-05-15,↓ 净流出
果蔬加工,-0.33,2026-05-15,↓ 净流出
诊断服务,-0.36,2026-05-15,↓ 净流出
教育运营及其他,-0.36,2026-05-15,↓ 净流出
文化用品,-0.37,2026-05-15,↓ 净流出
文娱消费,-0.38,2026-05-15,↓ 净流出
其他酒类,-0.39,2026-05-15,↓ 净流出
宠物食品,-0.40,2026-05-15,↓ 净流出
乳品,-0.41,2026-05-15,↓ 净流出
租赁,-0.42,2026-05-15,↓ 净流出
粮油加工,-0.43,2026-05-15,↓ 净流出
酒店餐饮,-0.44,2026-05-15,↓ 净流出
信托,-0.44,2026-05-15,↓ 净流出
毛发医疗,-0.45,2026-05-15,↓ 净流出
人工景区,-0.45,2026-05-15,↓ 净流出
房地产服务,-0.45,2026-05-15,↓ 净流出
肉制品,-0.46,2026-05-15,↓ 净流出
草甘膦,-0.46,2026-05-15,↓ 净流出
大气治理,-0.49,2026-05-15,↓ 净流出
仓储物流,-0.50,2026-05-15,↓ 净流出
专业工程,-0.50,2026-05-15,↓ 净流出
耐火材料,-0.51,2026-05-15,↓ 净流出
粮食种植,-0.52,2026-05-15,↓ 净流出
火电设备,-0.53,2026-05-15,↓ 净流出
生猪养殖,-0.53,2026-05-15,↓ 净流出
价值股,-0.55,2026-05-15,↓ 净流出
民爆制品,-0.57,2026-05-15,↓ 净流出
纳米银,-0.57,2026-05-15,↓ 净流出
化妆品,-0.59,2026-05-15,↓ 净流出
微盘精选,-0.59,2026-05-15,↓ 净流出
CRO,-0.59,2026-05-15,↓ 净流出
基因测序,-0.60,2026-05-15,↓ 净流出
棉纺,-0.60,2026-05-15,↓ 净流出
农药兽药,-0.61,2026-05-15,↓ 净流出
多业态零售,-0.62,2026-05-15,↓ 净流出
文字媒体,-0.63,2026-05-15,↓ 净流出
钟表珠宝,-0.66,2026-05-15,↓ 净流出
保健品,-0.68,2026-05-15,↓ 净流出
熔盐储能,-0.70,2026-05-15,↓ 净流出
快递,-0.70,2026-05-15,↓ 净流出
饰品,-0.71,2026-05-15,↓ 净流出
其他通信设备,-0.74,2026-05-15,↓ 净流出
线下药店,-0.74,2026-05-15,↓ 净流出
原材料供应链服务,-0.75,2026-05-15,↓ 净流出
粘胶,-0.76,2026-05-15,↓ 净流出
养殖业,-0.76,2026-05-15,↓ 净流出
品牌化妆品,-0.78,2026-05-15,↓ 净流出
玻璃基板,-0.78,2026-05-15,↓ 净流出
鸡肉概念,-0.78,2026-05-15,↓ 净流出
机场,-0.81,2026-05-15,↓ 净流出
游戏Ⅲ,-0.81,2026-05-15,↓ 净流出
游戏Ⅱ,-0.81,2026-05-15,↓ 净流出
血液制品,-0.84,2026-05-15,↓ 净流出
旅游综合,-0.84,2026-05-15,↓ 净流出
化学工程,-0.85,2026-05-15,↓ 净流出
煤化工,-0.86,2026-05-15,↓ 净流出
猪肉概念,-0.87,2026-05-15,↓ 净流出
生活用纸,-0.88,2026-05-15,↓ 净流出
海绵城市,-0.88,2026-05-15,↓ 净流出
智慧灯杆,-0.88,2026-05-15,↓ 净流出
其他农产品加工,-0.88,2026-05-15,↓ 净流出
医疗美容,-0.91,2026-05-15,↓ 净流出
钢结构,-0.92,2026-05-15,↓ 净流出
金属包装,-0.95,2026-05-15,↓ 净流出
个护用品,-0.96,2026-05-15,↓ 净流出
化学纤维,-0.96,2026-05-15,↓ 净流出
摩托车及其他,-0.96,2026-05-15,↓ 净流出
可燃冰,-0.96,2026-05-15,↓ 净流出
医美耗材,-0.98,2026-05-15,↓ 净流出
纺织服装设备,-0.99,2026-05-15,↓ 净流出
聚氨酯,-1.01,2026-05-15,↓ 净流出
综合环境治理,-1.03,2026-05-15,↓ 净流出
机床工具,-1.04,2026-05-15,↓ 净流出
房屋建设Ⅲ,-1.04,2026-05-15,↓ 净流出
房屋建设Ⅱ,-1.04,2026-05-15,↓ 净流出
生物疫苗,-1.05,2026-05-15,↓ 净流出
船舶制造,-1.05,2026-05-15,↓ 净流出
食品加工,-1.05,2026-05-15,↓ 净流出
超市,-1.07,2026-05-15,↓ 净流出
土壤修复,-1.08,2026-05-15,↓ 净流出
钛白粉概念,-1.11,2026-05-15,↓ 净流出
国际工程,-1.11,2026-05-15,↓ 净流出
培训教育,-1.11,2026-05-15,↓ 净流出
啤酒,-1.11,2026-05-15,↓ 净流出
DRG/DIP,-1.13,2026-05-15,↓ 净流出
人脑工程,-1.13,2026-05-15,↓ 净流出
玻璃制造,-1.14,2026-05-15,↓ 净流出
综合乘用车,-1.14,2026-05-15,↓ 净流出
青蒿素,-1.14,2026-05-15,↓ 净流出
SPD概念,-1.15,2026-05-15,↓ 净流出
其他种植业,-1.16,2026-05-15,↓ 净流出
城商行Ⅲ,-1.16,2026-05-15,↓ 净流出
电工仪器仪表,-1.16,2026-05-15,↓ 净流出
跨境电商,-1.17,2026-05-15,↓ 净流出
人造肉,-1.20,2026-05-15,↓ 净流出
其他化学制品,-1.26,2026-05-15,↓ 净流出
旅游及景区,-1.28,2026-05-15,↓ 净流出
农商行Ⅲ,-1.28,2026-05-15,↓ 净流出
冶钢辅料,-1.29,2026-05-15,↓ 净流出
锂电专用设备,-1.30,2026-05-15,↓ 净流出
长寿药,-1.31,2026-05-15,↓ 净流出
港口,-1.31,2026-05-15,↓ 净流出
旅游零售Ⅲ,-1.33,2026-05-15,↓ 净流出
旅游零售Ⅱ,-1.33,2026-05-15,↓ 净流出
照明设备Ⅲ,-1.36,2026-05-15,↓ 净流出
照明设备Ⅱ,-1.36,2026-05-15,↓ 净流出
冶钢原料,-1.37,2026-05-15,↓ 净流出
硅料硅片,-1.38,2026-05-15,↓ 净流出
地热能,-1.38,2026-05-15,↓ 净流出
电子后视镜,-1.39,2026-05-15,↓ 净流出
专业服务,-1.39,2026-05-15,↓ 净流出
维生素,-1.40,2026-05-15,↓ 净流出
检测服务,-1.41,2026-05-15,↓ 净流出
软饮料,-1.47,2026-05-15,↓ 净流出
互联网电商,-1.47,2026-05-15,↓ 净流出
举牌,-1.48,2026-05-15,↓ 净流出
低碳冶金,-1.49,2026-05-15,↓ 净流出
百货,-1.49,2026-05-15,↓ 净流出
其他化学纤维,-1.50,2026-05-15,↓ 净流出
非白酒,-1.51,2026-05-15,↓ 净流出
社保重仓,-1.51,2026-05-15,↓ 净流出
教育,-1.57,2026-05-15,↓ 净流出
一般零售,-1.57,2026-05-15,↓ 净流出
MLOps概念,-1.58,2026-05-15,↓ 净流出
拼多多概念,-1.62,2026-05-15,↓ 净流出
特种纸,-1.64,2026-05-15,↓ 净流出
合成生物,-1.65,2026-05-15,↓ 净流出
农产品加工,-1.65,2026-05-15,↓ 净流出
微盘股,-1.67,2026-05-15,↓ 净流出
AB股,-1.67,2026-05-15,↓ 净流出
水泥,-1.68,2026-05-15,↓ 净流出
水泥制造,-1.68,2026-05-15,↓ 净流出
造纸,-1.69,2026-05-15,↓ 净流出
噪声防治,-1.71,2026-05-15,↓ 净流出
商用载货车,-1.71,2026-05-15,↓ 净流出
乳业,-1.72,2026-05-15,↓ 净流出
宁夏板块,-1.73,2026-05-15,↓ 净流出
摩托车,-1.73,2026-05-15,↓ 净流出
造纸印刷,-1.76,2026-05-15,↓ 净流出
医药流通,-1.76,2026-05-15,↓ 净流出
阿兹海默,-1.80,2026-05-15,↓ 净流出
交运设备,-1.81,2026-05-15,↓ 净流出
国有大型银行Ⅲ,-1.81,2026-05-15,↓ 净流出
商用车,-1.82,2026-05-15,↓ 净流出
期货,-1.82,2026-05-15,↓ 净流出
数字阅读,-1.85,2026-05-15,↓ 净流出
油气设服,-1.85,2026-05-15,↓ 净流出
宠物经济,-1.87,2026-05-15,↓ 净流出
农药,-1.87,2026-05-15,↓ 净流出
饮料乳品,-1.88,2026-05-15,↓ 净流出
新型工业化,-1.88,2026-05-15,↓ 净流出
钴,-1.88,2026-05-15,↓ 净流出
调味品概念,-1.89,2026-05-15,↓ 净流出
抗菌面料,-1.92,2026-05-15,↓ 净流出
页岩气,-1.93,2026-05-15,↓ 净流出
腾讯云,-1.94,2026-05-15,↓ 净流出
其他石化,-1.95,2026-05-15,↓ 净流出
股份制银行Ⅲ,-1.95,2026-05-15,↓ 净流出
EDA概念,-1.96,2026-05-15,↓ 净流出
胎压监测,-2.00,2026-05-15,↓ 净流出
增强现实,-2.05,2026-05-15,↓ 净流出
钼,-2.05,2026-05-15,↓ 净流出
金融信息服务,-2.10,2026-05-15,↓ 净流出
安防设备,-2.13,2026-05-15,↓ 净流出
疫苗,-2.14,2026-05-15,↓ 净流出
盲盒经济,-2.15,2026-05-15,↓ 净流出
肝素概念,-2.15,2026-05-15,↓ 净流出
航空运输,-2.19,2026-05-15,↓ 净流出
电子车牌,-2.19,2026-05-15,↓ 净流出
种子,-2.19,2026-05-15,↓ 净流出
磁性材料,-2.21,2026-05-15,↓ 净流出
重组蛋白,-2.30,2026-05-15,↓ 净流出
影视动漫制作,-2.34,2026-05-15,↓ 净流出
林业Ⅲ,-2.41,2026-05-15,↓ 净流出
林业Ⅱ,-2.41,2026-05-15,↓ 净流出
超跌股,-2.41,2026-05-15,↓ 净流出
水产概念,-2.43,2026-05-15,↓ 净流出
装修装饰Ⅲ,-2.43,2026-05-15,↓ 净流出
装修装饰Ⅱ,-2.43,2026-05-15,↓ 净流出
影视院线,-2.44,2026-05-15,↓ 净流出
预制菜概念,-2.44,2026-05-15,↓ 净流出
美容护理,-2.45,2026-05-15,↓ 净流出
物流,-2.46,2026-05-15,↓ 净流出
宁组合,-2.48,2026-05-15,↓ 净流出
其他金属新材料,-2.49,2026-05-15,↓ 净流出
ERP概念,-2.49,2026-05-15,↓ 净流出
医药商业,-2.51,2026-05-15,↓ 净流出
其他电源设备Ⅱ,-2.55,2026-05-15,↓ 净流出
低价股,-2.58,2026-05-15,↓ 净流出
专用设备,-2.61,2026-05-15,↓ 净流出
体外诊断概念,-2.63,2026-05-15,↓ 净流出
环氧丙烷,-2.65,2026-05-15,↓ 净流出
降解塑料,-2.67,2026-05-15,↓ 净流出
其他纺织,-2.70,2026-05-15,↓ 净流出
发电机概念,-2.71,2026-05-15,↓ 净流出
医疗设备,-2.71,2026-05-15,↓ 净流出
制冷空调设备,-2.75,2026-05-15,↓ 净流出
AIGC概念,-2.78,2026-05-15,↓ 净流出
幽门螺杆菌概念,-2.81,2026-05-15,↓ 净流出
电子纸概念,-2.88,2026-05-15,↓ 净流出
职业教育,-2.92,2026-05-15,↓ 净流出
电能综合服务,-2.92,2026-05-15,↓ 净流出
原料药,-2.94,2026-05-15,↓ 净流出
西藏板块,-2.98,2026-05-15,↓ 净流出
体外诊断,-2.99,2026-05-15,↓ 净流出
航空机场,-3.00,2026-05-15,↓ 净流出
